Data [검사문장번호=0, 검사문장=﻿ 20 여 년을 미국과 유럽 양 대륙에서 보낸 리프킨은 이 책에서 수많은 통계와 논거를 통해 유 러 피 언 드림이 비단 유럽인들의 삶에만 국한된 것이 아니라 새로운 국제 환경에 맞춰 변하고 있는 세계적인 패러다임이라고 역설하고 있다., 비교문서번호=1, 비교문서 문장번호=0, 비교문서 문장=유 러 피 언 드림 독후 감상문 핵심내용분석과 개인적인 느낌을 중심으로 . hwp 본문 요약 20 여 년을 미국과 유럽 양 대륙에서 보낸 리프킨은 이 책에서 수많은 통계와 논거를 통해 유 러 피 언 드림이 비단 유럽인들의 삶에만 국한된 것이 아니라 새로운 국제 환경에 맞춰 변하고 있는 세계적인 패러다임이라고 역설하고 있다., Rate=0.9854639822913766]
Data [검사문장번호=0, 검사문장=﻿ 20 여 년을 미국과 유럽 양 대륙에서 보낸 리프킨은 이 책에서 수많은 통계와 논거를 통해 유 러 피 언 드림이 비단 유럽인들의 삶에만 국한된 것이 아니라 새로운 국제 환경에 맞춰 변하고 있는 세계적인 패러다임이라고 역설하고 있다., 비교문서번호=1, 비교문서 문장번호=1, 비교문서 문장=긴밀하게 연결된 네트워크 세계에서는 타인과의 관계와 삶의 질이 미래 사회의 잣대가 되어야 한다는 주장이다., Rate=0.4227410814876481]
Data [검사문장번호=0, 검사문장=﻿ 20 여 년을 미국과 유럽 양 대륙에서 보낸 리프킨은 이 책에서 수많은 통계와 논거를 통해 유 러 피 언 드림이 비단 유럽인들의 삶에만 국한된 것이 아니라 새로운 국제 환경에 맞춰 변하고 있는 세계적인 패러다임이라고 역설하고 있다., 비교문서번호=1, 비교문서 문장번호=2, 비교문서 문장=리프킨은 자가 당착에 빠진 포스트모더니즘을 대신해 등장한 것이 바로 유 러 피 언 드림이라고 주장한다., Rate=0.8695893121527933]
Data [검사문장번호=0, 검사문장=﻿ 20 여 년을 미국과 유럽 양 대륙에서 보낸 리프킨은 이 책에서 수많은 통계와 논거를 통해 유 러 피 언 드림이 비단 유럽인들의 삶에만 국한된 것이 아니라 새로운 국제 환경에 맞춰 변하고 있는 세계적인 패러다임이라고 역설하고 있다., 비교문서번호=1, 비교문서 문장번호=3, 비교문서 문장=리프킨은 우선 역사적 문화적 맥락에서 부의 축적과 자율성이라는 아메리칸 드림의 핵심이 어떻게 형성되었는지를 밝히고 반대로 공동체 의식과 삶의 질을 중시하는 유 러 피 언 드림의 덕목이 어떻게 유럽에 뿌리를 내리게 되었는지를 추적한다., Rate=0.9610558038421495]
Data [검사문장번호=0, 검사문장=﻿ 20 여 년을 미국과 유럽 양 대륙에서 보낸 리프킨은 이 책에서 수많은 통계와 논거를 통해 유 러 피 언 드림이 비단 유럽인들의 삶에만 국한된 것이 아니라 새로운 국제 환경에 맞춰 변하고 있는 세계적인 패러다임이라고 역설하고 있다., 비교문서번호=1, 비교문서 문장번호=4, 비교문서 문장=수십억 인구가 이러한 위협을 매일 접하고 있다는 인식이 형성되고 있으며 인류가 안전을 보장 받으려면 기존의 사고방식에서 벗어 나 서로 간에 새로운 계약을 맺어야 한다., Rate=0.041952229624087616]
Data [검사문장번호=0, 검사문장=﻿ 20 여 년을 미국과 유럽 양 대륙에서 보낸 리프킨은 이 책에서 수많은 통계와 논거를 통해 유 러 피 언 드림이 비단 유럽인들의 삶에만 국한된 것이 아니라 새로운 국제 환경에 맞춰 변하고 있는 세계적인 패러다임이라고 역설하고 있다., 비교문서번호=1, 비교문서 문장번호=5, 비교문서 문장=더 이상 국경 재산권 시민권이라는 제한된 보호만으로는 안전을 보장 받을 수 없다., Rate=0.4160759252084757]
Data [검사문장번호=0, 검사문장=﻿ 20 여 년을 미국과 유럽 양 대륙에서 보낸 리프킨은 이 책에서 수많은 통계와 논거를 통해 유 러 피 언 드림이 비단 유럽인들의 삶에만 국한된 것이 아니라 새로운 국제 환경에 맞춰 변하고 있는 세계적인 패러다임이라고 역설하고 있다., 비교문서번호=1, 비교문서 문장번호=6, 비교문서 문장=이 책에서 수많은 통계와 논거를 통해 거시적 비전을 강화하고 있으며 유 러 피 언 드림이 비단 유럽인들의 삶에만 국한된 것이 아니라 새로운 국제 환경에 맞춰 변하고 있는 세계적인 패러다임이라고 역설하고 있다., Rate=0.9927273788669848]
Data [검사문장번호=0, 검사문장=﻿ 20 여 년을 미국과 유럽 양 대륙에서 보낸 리프킨은 이 책에서 수많은 통계와 논거를 통해 유 러 피 언 드림이 비단 유럽인들의 삶에만 국한된 것이 아니라 새로운 국제 환경에 맞춰 변하고 있는 세계적인 패러다임이라고 역설하고 있다., 비교문서번호=1, 비교문서 문장번호=7, 비교문서 문장=유 러 피 언 드림은 치열한 경쟁사회 속에서 세계경제의 중심축의 변화에 대해 다각적으로 분석하고 깊은 혜안을 안겨 준 고마운 책이었다., Rate=0.8575021207907131]
Data [검사문장번호=0, 검사문장=﻿ 20 여 년을 미국과 유럽 양 대륙에서 보낸 리프킨은 이 책에서 수많은 통계와 논거를 통해 유 러 피 언 드림이 비단 유럽인들의 삶에만 국한된 것이 아니라 새로운 국제 환경에 맞춰 변하고 있는 세계적인 패러다임이라고 역설하고 있다., 비교문서번호=1, 비교문서 문장번호=8, 비교문서 문장=목차 서론 유 러 피 언 드림. 무엇을 말하고 자하는 가 ?. 본론 유 러 피 언 드림. 그 핵심내용분석과 주요의미를 찾아서. 변화하는 세계 패권주의. 개인적인 시각에서 보는 유 러 피 언 드림. 결론 유 러 피 언 드림 교훈과 시사점을 중심으로. 관련 단어 유 러 피 언 드림 서평 유 러 피 언 드림 유 러 피 언 드림 감상문 유 러 피 언 드림 서평 유 러 피 언 드림 독후감 유 러 피 언 드림 독후감 유 러 피 언 드림 . 유 러 피 언 드림., Rate=0.9457803550733123]
Data [검사문장번호=0, 검사문장=﻿ 20 여 년을 미국과 유럽 양 대륙에서 보낸 리프킨은 이 책에서 수많은 통계와 논거를 통해 유 러 피 언 드림이 비단 유럽인들의 삶에만 국한된 것이 아니라 새로운 국제 환경에 맞춰 변하고 있는 세계적인 패러다임이라고 역설하고 있다., 비교문서번호=2, 비교문서 문장번호=0, 비교문서 문장=유 러 피 언 드림 제 레 미 리프킨 지음 이 원기 옮김 민 음사 2005.01. 18 본문 보기 평점 지난 달 중순... 모처럼 사회 과학 분야와 경제 관련 분야관련 전문 도서를 읽어 보겠다고, Rate=0.9120414916978379]
Data [검사문장번호=0, 검사문장=﻿ 20 여 년을 미국과 유럽 양 대륙에서 보낸 리프킨은 이 책에서 수많은 통계와 논거를 통해 유 러 피 언 드림이 비단 유럽인들의 삶에만 국한된 것이 아니라 새로운 국제 환경에 맞춰 변하고 있는 세계적인 패러다임이라고 역설하고 있다., 비교문서번호=2, 비교문서 문장번호=1, 비교문서 문장=미래의 전망과 담론을 다룬 좀 무거운 책인 유 러 피 언 드림과 폴 크루그먼 미래를 말 하다를 구입했었는데요. 각주와 참고 문헌을 정리한 부분을 빼고도 500 페이지에 이르는 좀 방대한도 서인 유 러 피 언 드림을 구입한 날부터 정말 찔끔 찔금 읽으면서 이제야 겨우 완독했죠., Rate=0.925681202041164]
