Data [검사문장번호=0, 검사문장=모리와 함께 한 화요일이라는 책을 읽었다., 비교문서번호=1, 비교문서 문장번호=0, 비교문서 문장=모리와 함께 한 화요일 미치 앨 봄 저. 공 경희 역. 세종 서적 . 1998 미치는 루 게 릭 병으로 서서히 죽어 가는 옛 스승 모리를 서너 달 동안 매주 화요일 날 방문한다., 비교문서 주소=http://blog.naver.com/PostView.nhn?blogId=xenomer&logNo=110030993382&beginTime=0&jumpingVid=&from=search&redirect=Log&widgetTypeCall=true, CosineRate=0.7178943137420244, tagRate=0.8149398872417898, editRate=0.32786885245901637, endResult=0.48387903697221957]
Data [검사문장번호=0, 검사문장=모리와 함께 한 화요일이라는 책을 읽었다., 비교문서번호=1, 비교문서 문장번호=1, 비교문서 문장=모리는 죽음을 맞이하는 사람으로서 인생에 대해 강의한다., 비교문서 주소=http://blog.naver.com/PostView.nhn?blogId=xenomer&logNo=110030993382&beginTime=0&jumpingVid=&from=search&redirect=Log&widgetTypeCall=true, CosineRate=0.6039242499780488, tagRate=0.971957750744645, editRate=0.5925925925925926, endResult=0.5971252555467751]
Data [검사문장번호=0, 검사문장=모리와 함께 한 화요일이라는 책을 읽었다., 비교문서번호=1, 비교문서 문장번호=6, 비교문서 문장=미치는 에필로그에서 모리의 이 마지막 수업에 의해서 크게 깨닫고 새로운 인생을 살고 있다고, 비교문서 주소=http://blog.naver.com/PostView.nhn?blogId=xenomer&logNo=110030993382&beginTime=0&jumpingVid=&from=search&redirect=Log&widgetTypeCall=true, CosineRate=0.5819740954244316, tagRate=0.9518199436236261, editRate=0.4383561643835616, endResult=0.4958033367999096]
Data [검사문장번호=0, 검사문장=모리와 함께 한 화요일이라는 책을 읽었다., 비교문서번호=1, 비교문서 문장번호=7, 비교문서 문장=고백하며 번역자도 독자를 의식하기 보다는 모리 교수에 몰입하여 번역하였다고, 비교문서 주소=http://blog.naver.com/PostView.nhn?blogId=xenomer&logNo=110030993382&beginTime=0&jumpingVid=&from=search&redirect=Log&widgetTypeCall=true, CosineRate=0.5433422425862319, tagRate=0.855240311528127, editRate=0.46875, endResult=0.49858689703449277]
Data [검사문장번호=0, 검사문장=모리와 함께 한 화요일이라는 책을 읽었다., 비교문서번호=1, 비교문서 문장번호=9, 비교문서 문장=모리와 함께 한 화요일 은 베스트셀러이며 아마 대부분의 사람들이 저자나 역자 같이 감동을 받았을 것이다., 비교문서 주소=http://blog.naver.com/PostView.nhn?blogId=xenomer&logNo=110030993382&beginTime=0&jumpingVid=&from=search&redirect=Log&widgetTypeCall=true, CosineRate=0.652255427480501, tagRate=0.9598181754513159, editRate=0.5061728395061729, endResult=0.5646058746959042]
Data [검사문장번호=0, 검사문장=모리와 함께 한 화요일이라는 책을 읽었다., 비교문서번호=1, 비교문서 문장번호=26, 비교문서 문장=유대 교인인 모리는 죽은 뒤에도 잊혀 지지 않기를 바라고 미치에게 자신의 무덤에 와서 얘기를 해 달라고, 비교문서 주소=http://blog.naver.com/PostView.nhn?blogId=xenomer&logNo=110030993382&beginTime=0&jumpingVid=&from=search&redirect=Log&widgetTypeCall=true, CosineRate=0.5830153604752866, tagRate=0.9831967521629594, editRate=0.3875, endResult=0.46570614419011463]
Data [검사문장번호=0, 검사문장=모리와 함께 한 화요일이라는 책을 읽었다., 비교문서번호=1, 비교문서 문장번호=37, 비교문서 문장=모리와 함께 한 화요일 은 또 한편의 멜로드라마이고 영웅담이고 윤리 교과서이다., 비교문서 주소=http://blog.naver.com/PostView.nhn?blogId=xenomer&logNo=110030993382&beginTime=0&jumpingVid=&from=search&redirect=Log&widgetTypeCall=true, CosineRate=0.6611547841271215, tagRate=0.9357497947171676, editRate=0.5970149253731343, endResult=0.6226708688747291]
Data [검사문장번호=0, 검사문장=모리와 함께 한 화요일이라는 책을 읽었다., 비교문서번호=2, 비교문서 문장번호=20, 비교문서 문장=이번 4 번째 세미나에 선정된 모리와 함께 한 화요일 이라는 책은 감정적인 부분을 갈구하던, 비교문서 주소=http://blog.naver.com/PostView.nhn?blogId=wiazard803&logNo=20055717073&beginTime=0&jumpingVid=&from=search&redirect=Log&widgetTypeCall=true, CosineRate=0.6178437069918346, tagRate=0.9121537354459104, editRate=0.5753424657534246, endResult=0.5923429622487886]
Data [검사문장번호=0, 검사문장=모리와 함께 한 화요일이라는 책을 읽었다., 비교문서번호=2, 비교문서 문장번호=29, 비교문서 문장=대학시절 은 사 모리를 보게 되고 모리가 루 게릭병이라는 불치병에 걸려 얼마 살지 못함을 알고 그를 찾아가게 되면서 이야기는 시작된다., 비교문서 주소=http://blog.naver.com/PostView.nhn?blogId=wiazard803&logNo=20055717073&beginTime=0&jumpingVid=&from=search&redirect=Log&widgetTypeCall=true, CosineRate=0.6821577487165096, tagRate=0.944755542535609, editRate=0.3673469387755102, endResult=0.49327126275191]
Data [검사문장번호=0, 검사문장=모리와 함께 한 화요일이라는 책을 읽었다., 비교문서번호=2, 비교문서 문장번호=30, 비교문서 문장=얼마 살지 못하는 모리 교수님을 만나고 나서 미치는 자신이 현실세계에 갇혀 미쳐 깨닫지 못했던, 비교문서 주소=http://blog.naver.com/PostView.nhn?blogId=wiazard803&logNo=20055717073&beginTime=0&jumpingVid=&from=search&redirect=Log&widgetTypeCall=true, CosineRate=0.5055131947182894, tagRate=0.9186487418144067, editRate=0.41333333333333333, endResult=0.4502052778873158]
Data [검사문장번호=0, 검사문장=모리와 함께 한 화요일이라는 책을 읽었다., 비교문서번호=2, 비교문서 문장번호=32, 비교문서 문장=모리가 죽고 난 뒤 미치는 피아노 연주자가 원래의 꿈이였음에도 불구하고 그것을 포기하고 물질적인 것에만 몰두했던, 비교문서 주소=http://blog.naver.com/PostView.nhn?blogId=wiazard803&logNo=20055717073&beginTime=0&jumpingVid=&from=search&redirect=Log&widgetTypeCall=true, CosineRate=0.5681066165442625, tagRate=0.9702665413606565, editRate=0.3764705882352941, endResult=0.45312499955888147]
