Data [검사문장번호=0, 검사문장=﻿' 모리와 함께 한 화요일' 은 루 게 릭 병을 앓으며 죽음을 앞두고 있는 모리 교수와 그의 제자 미치가 모리가 세상을 떠나기 전 서너 달 동안 매주 화요일에 만 나 인생을 주제로 가진 수업 내용을 적은 글이다., 비교문서번호=2, 비교문서 문장번호=40, 비교문서 문장=라는 말.. 난 지금까지 누 군가에게 사랑을 받는다는 게 어색하다라고 생각했고 사랑을 나눠 준다라는 것은 깊게 생각해 본 적이 없었다.., Rate=0.713317486510941]
Data [검사문장번호=0, 검사문장=﻿' 모리와 함께 한 화요일' 은 루 게 릭 병을 앓으며 죽음을 앞두고 있는 모리 교수와 그의 제자 미치가 모리가 세상을 떠나기 전 서너 달 동안 매주 화요일에 만 나 인생을 주제로 가진 수업 내용을 적은 글이다., 비교문서번호=3, 비교문서 문장번호=9, 비교문서 문장=자신의 꿈대로 평생 가르치는 일을 했지만 일흔여덟이라는 적지 않은 나이에 루게릭병에 걸리게 되고 그 뒤에 아 포리 즘을 발표하면서 메스 컴에 출연한 계기로 오래전 제자 미치와 매주 화요일에 만남을 갖게 된다., Rate=0.7335760994993978]
Data [검사문장번호=2, 검사문장=저자는 삶에서 정말 중요한 것이 무엇인지 깨닫게 된다., 비교문서번호=1, 비교문서 문장번호=28, 비교문서 문장=DNA 에 응축된 정보가 셀 수 없이 많은 원자들의 소용돌이로서 한 차례 모였다가는 영원히 흩어지는 것이다., Rate=0.7171371656006362]
Data [검사문장번호=2, 검사문장=저자는 삶에서 정말 중요한 것이 무엇인지 깨닫게 된다., 비교문서번호=3, 비교문서 문장번호=10, 비교문서 문장=미치와 모리는 기억과 추억을 함께 공유하며 인생에 있어서 무엇이 중요하며 어떻게 살아야 하며 어떻게 죽어야 하는 가 등등에 대해서 토론한다., Rate=0.7042606188573091]
Data [검사문장번호=2, 검사문장=저자는 삶에서 정말 중요한 것이 무엇인지 깨닫게 된다., 비교문서번호=3, 비교문서 문장번호=15, 비교문서 문장=대부분 노화에 의해서 60 대 이후에 주로 발병하게 되는데 삼십대에 그 병에 걸린 젊은 여주인공은 말 할 수 없는 고통 속으로 빠지게 된다., Rate=0.7106821593403627]
Data [검사문장번호=2, 검사문장=저자는 삶에서 정말 중요한 것이 무엇인지 깨닫게 된다., 비교문서번호=3, 비교문서 문장번호=20, 비교문서 문장=드라마의 여주인공은 하나 둘 지워 지는 자신의 모든 것 들을 받아들이기가 쉽지 않다., Rate=0.7938669204141282]
Data [검사문장번호=2, 검사문장=저자는 삶에서 정말 중요한 것이 무엇인지 깨닫게 된다., 비교문서번호=7, 비교문서 문장번호=6, 비교문서 문장=그래도 그때의 감정이나 생각이 남아 있는 거 보면 감동은 했었나 보다 ., Rate=0.7062400991226602]
Data [검사문장번호=2, 검사문장=저자는 삶에서 정말 중요한 것이 무엇인지 깨닫게 된다., 비교문서번호=7, 비교문서 문장번호=25, 비교문서 문장=죽어 간다는 것은 쓸모없다는 말과 동의 어는 아니라는 것. 자신의 감정에 솔직하고 마음껏 누리되 자기 연민에 빠지지 말라는 것 등등. 내가 중요하다고, Rate=0.7043983789266184]
Data [검사문장번호=2, 검사문장=저자는 삶에서 정말 중요한 것이 무엇인지 깨닫게 된다., 비교문서번호=15, 비교문서 문장번호=24, 비교문서 문장=전. 문. 가가 될 것이다 ., Rate=0.7022504028601785]
Data [검사문장번호=2, 검사문장=저자는 삶에서 정말 중요한 것이 무엇인지 깨닫게 된다., 비교문서번호=18, 비교문서 문장번호=70, 비교문서 문장=모리와 함께 한 화요일이 잔잔한 잠언 집이었다면 8 년의 동행은 보다 드라마틱한 인생사용 설명서라고 할까, Rate=0.7054129233651466]
Data [검사문장번호=2, 검사문장=저자는 삶에서 정말 중요한 것이 무엇인지 깨닫게 된다., 비교문서번호=21, 비교문서 문장번호=24, 비교문서 문장=아마도 그가 소개한 책들 중에 내가 읽은 책이 그리 많지 않았기에 단순히 그림으로만 공감하기에는 한계가 있었던, Rate=0.70988747989404]
